ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
51378,381909,1-BR,111%-120%,3,,,,1900,1900,1900
51561,57803,1-BR,111%-120%,6,,,,,,
51561,57803,2-BR,111%-120%,14,,,,,,
51561,57798,1-BR,111%-120%,5,,,,,,
51561,57798,2-BR,111%-120%,14,,,,,,
51561,57798,3-BR,111%-120%,1,,,,,,
51561,57798,STUDIO,111%-120%,1,,,,,,
51561,57801,1-BR,111%-120%,11,,,,,,
51561,57801,3-BR,111%-120%,10,,,,,,
51565,805585,1-BR,111%-120%,87,,,,609,676,508
51565,805585,2-BR,111%-120%,60,,,,754,857,692
51565,805585,3-BR,111%-120%,36,,,,886,1095,840
51565,805585,STUDIO,111%-120%,3,,,,398,398,398
51565,805574,1-BR,111%-120%,104,,,,617,698,406
51565,805574,2-BR,111%-120%,118,,,,762,881,700
51565,805574,3-BR,111%-120%,108,,,,942,1223,848
51565,805574,STUDIO,111%-120%,48,,,,414,697,361
51565,805584,1-BR,111%-120%,104,,,,620,702,505
51565,805584,2-BR,111%-120%,118,,,,760,1106,703
51565,805584,3-BR,111%-120%,108,,,,944,1227,794
51565,805584,STUDIO,111%-120%,48,,,,406,446,349
51565,4371,1-BR,111%-120%,87,,,,613,691,508
51565,4371,2-BR,111%-120%,60,,,,756,862,686
51565,4371,3-BR,111%-120%,36,,,,910,1132,0
51565,4371,STUDIO,111%-120%,3,,,,398,398,398
51565,803934,1-BR,111%-120%,104,,,,620,736,505
51565,803934,2-BR,111%-120%,118,,,,760,884,549
51565,803934,3-BR,111%-120%,108,,,,945.5,1227,806
51565,803934,STUDIO,111%-120%,48,,,,406,446,349
51565,4633,1-BR,111%-120%,88,,,,609,762,508
51565,4633,2-BR,111%-120%,60,,,,754,932,692
51565,4633,3-BR,111%-120%,35,,,,884,1095,840
51565,4633,STUDIO,111%-120%,3,,,,398,398,398
51565,4623,1-BR,111%-120%,87,,,,599,698,481
51565,4623,2-BR,111%-120%,60,,,,755,875,692
51565,4623,3-BR,111%-120%,36,,,,901,1065,855
51565,4623,STUDIO,111%-120%,3,,,,376,376,376
51565,4360,1-BR,111%-120%,92,,,,602,702,0
51565,4360,2-BR,111%-120%,73,,,,748,879,602
51565,4360,3-BR,111%-120%,18,,,,914.5,1069,877
51565,4360,STUDIO,111%-120%,3,,,,380,380,380
51565,4636,1-BR,111%-120%,104,,,,617,698,486
51565,4636,2-BR,111%-120%,118,,,,762,881,700
51565,4636,3-BR,111%-120%,108,,,,942,1223,848
51565,4636,STUDIO,111%-120%,48,,,,410,435,361
51565,31596,1-BR,111%-120%,104,,,,620,702,499
51565,31596,2-BR,111%-120%,118,,,,760,884,703
51565,31596,3-BR,111%-120%,108,,,,945.5,1227,851
51565,31596,STUDIO,111%-120%,48,,,,406,446,349
51581,64968,1-BR,111%-120%,54,,,,,,
51581,64968,2-BR,111%-120%,11,,,,,,
51581,64968,3-BR,111%-120%,6,,,,,,
51581,64968,STUDIO,111%-120%,8,,,,,,
51590,38023,4-BR,111%-120%,12,,,,725,725,725
51590,38023,5-BR,111%-120%,5,,,,778,778,778
51590,38023,STUDIO,111%-120%,1,,,,900,900,900
51617,25490,1-BR,111%-120%,8,,,,873,923,850
51617,25490,2-BR,111%-120%,2,,,,1218.5,1279,1158
51617,25490,3-BR,111%-120%,1,,,,1369,1369,1369
51617,805099,1-BR,111%-120%,6,,,,873.5,939,863
51617,805099,2-BR,111%-120%,4,,,,1101,1201,1092
52021,110217,1-BR,111%-120%,37,469,469,469,525,525,0
52021,110217,2-BR,111%-120%,5,603,603,603,675,675,675
52021,110217,STUDIO,111%-120%,7,335,335,335,375,375,0
52022,87500,1-BR,111%-120%,32,,,,465,575,465
52022,87500,2-BR,111%-120%,18,,,,575,575,465
52083,967329,STUDIO,111%-120%,1,,,,,,
52461,28287,3-BR,111%-120%,6,,,,,,
52461,28287,4-BR,111%-120%,50,,,,,,
52827,51239,1-BR,111%-120%,31,1248,2225,309,1248,2225,309
52827,51239,2-BR,111%-120%,4,1265,2122,893,1265,2122,893
52827,51239,STUDIO,111%-120%,19,1555,2549,820,1555,2549,820
52888,116689,1-BR,111%-120%,9,1331,1956,1009,1331,1956,1009
52888,116689,2-BR,111%-120%,10,1320.5,1845,807,1320.5,1845,807
52888,116689,3-BR,111%-120%,7,1248,2415,778,1248,2415,778
52888,116689,4-BR,111%-120%,1,1761,1761,1761,1761,1761,1761
52610,950310,3-BR,91%-100%,13,,,,,,
52888,116689,STUDIO,111%-120%,1,2558,2558,2558,2558,2558,2558
52941,97290,1-BR,111%-120%,96,,,,909,926,768
52941,97290,2-BR,111%-120%,120,,,,1096.5,1120,900
52941,97290,3-BR,111%-120%,48,,,,1392.5,1401,792
52941,97290,STUDIO,111%-120%,48,,,,736,974,649
52941,806388,1-BR,111%-120%,96,,,,908,933,765
52941,806388,2-BR,111%-120%,120,,,,1094,1164,938
52941,806388,3-BR,111%-120%,48,,,,1389,1469,1039
52941,806388,STUDIO,111%-120%,48,,,,672,1309,646
52941,806181,1-BR,111%-120%,96,,,,943.5,958,792
52941,806181,2-BR,111%-120%,120,,,,1132,1420,115
52941,806181,3-BR,111%-120%,48,,,,1437,1445,1269
52941,806181,STUDIO,111%-120%,48,,,,699,822,674
52941,806389,1-BR,111%-120%,96,,,,921,944,777
52941,806389,2-BR,111%-120%,120,,,,1104,1220,952
52941,806389,3-BR,111%-120%,48,,,,1401.5,1452,1253
52941,806389,STUDIO,111%-120%,48,,,,687,800,659
52941,109464,1-BR,111%-120%,96,,,,934,1091,786
52941,109464,2-BR,111%-120%,120,,,,1117,1212,966
52941,109464,3-BR,111%-120%,48,,,,1420,1467,792
52941,109464,STUDIO,111%-120%,48,,,,731.5,937,663
52941,806390,1-BR,111%-120%,96,,,,944,1106,770
52941,806390,2-BR,111%-120%,120,,,,1132,1222,954
52941,806390,3-BR,111%-120%,48,,,,1439,1448,1289
52941,806390,STUDIO,111%-120%,48,,,,699,974,657
53277,341076,1-BR,111%-120%,55,,,,608,680,515
53277,341076,2-BR,111%-120%,66,,,,724,793,645
53277,341076,3-BR,111%-120%,21,,,,872,906,838
53277,341076,STUDIO,111%-120%,17,,,,518,595,490
54838,322293,4-BR,111%-120%,1,,,,,,
58562,100435,1-BR,111%-120%,38,,,,,,
58562,100435,2-BR,111%-120%,61,,,,,,
58562,100435,3-BR,111%-120%,35,,,,,,
58792,807660,1-BR,111%-120%,63,,,,383,392,341
58792,807660,2-BR,111%-120%,33,,,,469,492,383
58792,807660,3-BR,111%-120%,16,,,,569,578,551
58792,807660,STUDIO,111%-120%,23,,,,288,288,224
58792,199381,1-BR,111%-120%,32,,,,378,383,351
58792,199381,2-BR,111%-120%,64,,,,469,492,451
58792,199381,3-BR,111%-120%,16,,,,573,578,555
58792,199381,STUDIO,111%-120%,23,,,,288,288,224
58792,807687,1-BR,111%-120%,31,,,,383,392,365
58792,807687,2-BR,111%-120%,64,,,,469,492,351
58792,807687,2-BR,111%-120%,1,,,,469,469,469
58792,807687,3-BR,111%-120%,16,,,,573,578,555
58792,807687,STUDIO,111%-120%,23,,,,288,288,224
58792,807686,1-BR,111%-120%,32,,,,382,383,351
58792,807686,2-BR,111%-120%,63,,,,469,492,451
58792,807686,2-BR,111%-120%,1,,,,469,469,469
58792,807686,3-BR,111%-120%,16,,,,560,560,542
58792,807686,STUDIO,111%-120%,23,,,,288,288,224
58954,968125,1-BR,111%-120%,21,,,,,,
58954,968125,2-BR,111%-120%,7,,,,,,
58954,968125,STUDIO,111%-120%,12,,,,,,
58955,968078,2-BR,111%-120%,28,2202,2202,1795,1795,1795,1795
58955,968078,3-BR,111%-120%,16,2537,2537,2066,2066,2066,2066
60034,51243,1-BR,111%-120%,23,,,,744,958,528
60034,51243,2-BR,111%-120%,13,,,,950,1171,628
60034,51243,3-BR,111%-120%,10,,,,1007,1293,565
60034,51243,4-BR,111%-120%,1,,,,653,653,653
60034,51243,STUDIO,111%-120%,1,,,,762,762,762
60049,806009,1-BR,111%-120%,3,1368,1368,1368,1368,1368,1368
60049,806009,2-BR,111%-120%,1,1593,1593,1593,1593,1593,1593
60049,806009,3-BR,111%-120%,4,2050,2050,2050,2050,2050,2050
60049,806010,1-BR,111%-120%,6,1368,1368,1368,1368,1368,1368
60049,806010,2-BR,111%-120%,4,1593,1593,1593,1593,1593,1593
60049,806010,STUDIO,111%-120%,2,1303,1303,1303,1303,1303,1303
60049,43662,1-BR,111%-120%,4,1368,1368,1368,1368,1368,1368
60049,43662,2-BR,111%-120%,3,1593,1593,1593,1593,1593,1593
60049,43662,3-BR,111%-120%,1,2050,2050,2050,2050,2050,2050
61388,975509,1-BR,111%-120%,10,1912,1912,1912,1912,1912,1912
61388,975509,2-BR,111%-120%,12,2304,2304,2304,2304,2304,2304
61388,975509,3-BR,111%-120%,1,2654,2654,2654,2654,2654,2654
61388,975509,STUDIO,111%-120%,10,1520,1520,1520,1520,1520,1520
61877,5169,3-BR,111%-120%,3,,,,,,
61877,33920,1-BR,111%-120%,8,,,,,,
62962,975399,1-BR,111%-120%,7,,,,,,
62962,975399,2-BR,111%-120%,5,,,,,,
62962,975399,3-BR,111%-120%,1,,,,,,
62962,975399,STUDIO,111%-120%,4,,,,,,
63761,927041,1-BR,111%-120%,55,,,,,,
63761,927041,2-BR,111%-120%,57,,,,,,
63761,927041,3-BR,111%-120%,8,,,,,,
63761,927041,STUDIO,111%-120%,14,,,,,,
63763,984726,1-BR,111%-120%,9,,,,,,
63763,984726,2-BR,111%-120%,6,,,,,,
63763,984726,3-BR,111%-120%,1,,,,,,
63763,984726,STUDIO,111%-120%,6,,,,,,
63808,37054,1-BR,111%-120%,58,,,,,,
63808,37054,STUDIO,111%-120%,23,,,,,,
65280,27617,1-BR,111%-120%,20,1689,1689,1689,,,
65280,27617,2-BR,111%-120%,7,2036,2036,2036,,,
65280,27617,STUDIO,111%-120%,13,1340,1340,1340,,,
65374,27322,1-BR,111%-120%,57,,,,,,
65374,27322,2-BR,111%-120%,45,,,,,,
65374,27322,3-BR,111%-120%,20,,,,,,
65374,27322,4-BR,111%-120%,4,,,,,,
65374,27322,STUDIO,111%-120%,7,,,,,,
66929,243980,1-BR,111%-120%,1,750,750,750,750,750,750
66929,243980,2-BR,111%-120%,4,1000,1000,1000,1000,1000,1000
66929,243980,3-BR,111%-120%,2,1250,1250,1250,1250,1250,1250
66929,243980,STUDIO,111%-120%,5,625,625,625,625,625,625
67462,11267,1-BR,111%-120%,7,,,,,,
67462,11267,2-BR,111%-120%,18,,,,,,
67462,11267,3-BR,111%-120%,4,,,,,,
47850,63568,2-BR,111%-120%,10,1519,1908,1303,1474,1692,1193
47850,63567,2-BR,111%-120%,11,1302,1500,583,1287.5,1500,543
48657,88527,1-BR,111%-120%,13,1048,1715,821,1027,1284,809
48657,88527,2-BR,111%-120%,26,1165,2164,623,1096.5,1626,607
48657,88527,3-BR,111%-120%,10,1244.5,1876,1088,1242.5,1715,1087
48657,115745,1-BR,111%-120%,14,942.5,1301,601,892.5,1130,601
48657,115745,2-BR,111%-120%,32,1180.5,1636,906,1149,1636,906
48657,115745,3-BR,111%-120%,22,1308.5,1801,1099,1292,1624,1099
48657,88530,1-BR,111%-120%,15,945,1534,805,922,1433,793
48657,88530,2-BR,111%-120%,33,1214,1581,1002,1144,1543,990
48657,88530,3-BR,111%-120%,11,1360,1633,1192,1327,1604,1174
48657,118659,2-BR,111%-120%,10,1391.5,1677,1011,1370,1618,1031
48879,954108,2-BR,111%-120%,1,2246,2246,2246,2246,2246,2246
49103,59514,1-BR,111%-120%,38,1261,1765,830,1260,1597,830
49103,59514,2-BR,111%-120%,12,1635.5,1786,834,1536,1730,834
49103,59514,3-BR,111%-120%,12,1715.5,2160,759,1676,2155,759
49103,59514,4-BR,111%-120%,1,1935,1935,1935,1612,1612,1612
49103,59514,STUDIO,111%-120%,8,1198,1740,1002,1198,1552,1002
49938,947501,1-BR,111%-120%,5,1910,2208,1886,1910,2208,1886
49938,947501,2-BR,111%-120%,9,2271,2637,2249,2271,2637,2249
49938,947501,STUDIO,111%-120%,4,1513,1530,1500,1513,1530,1500
50184,40739,1-BR,111%-120%,11,1271,1944,713,897,1800,224
50184,40739,2-BR,111%-120%,6,998.5,1458,850,998.5,1458,626
50184,40739,STUDIO,111%-120%,5,1484,1784,854,1266,1784,797
50205,65478,1-BR,111%-120%,54,1339,1995,720,1221,1555,720
50205,65478,2-BR,111%-120%,3,1171,1304,842,1171,1304,842
50205,111969,1-BR,111%-120%,41,1395,2117,745,1212,1501,418
50205,111969,2-BR,111%-120%,16,1545.5,2069,267,1469.5,1805,267
50205,111969,3-BR,111%-120%,1,2225,2225,2225,1735,1735,1735
50205,65477,1-BR,111%-120%,29,1090,1953,601,1041,1953,601
50205,65477,2-BR,111%-120%,19,1324,1809,724,1292,1769,724
50205,97967,1-BR,111%-120%,45,1456,2352,767,1304,1623,767
50205,97967,2-BR,111%-120%,7,1481.5,1787,944,1373.5,1561,944
50205,97967,3-BR,111%-120%,6,2019,2534,1019,1834,1988,1019
50205,116780,1-BR,111%-120%,32,1212,2192,160,1117,1357,160
50205,116780,2-BR,111%-120%,10,919,1909,177,919,1631,177
52827,51239,1-BR,111%-120%,31,1394,2787,877,1082,2094,869
52827,51239,2-BR,111%-120%,5,1139,2218,0,1139,1505,0
52827,51239,STUDIO,111%-120%,19,1596,2600,857,1025,2155,741
52888,116689,1-BR,111%-120%,9,1391,2595,1030,1062,1380,947
52888,116689,2-BR,111%-120%,9,1379,1957,840,1213,1684,840
52888,116689,3-BR,111%-120%,10,1299,2513,0,1299,1907,0
52888,116689,4-BR,111%-120%,1,2155,2155,2155,2064,2064,2064
52888,116689,STUDIO,111%-120%,1,2661,2661,2661,902,902,902
44230,394346,3-BR,121%-130%,2,,,,,,
44230,927137,3-BR,121%-130%,2,,,,,,
44230,336151,3-BR,121%-130%,2,,,,,,
44230,336111,3-BR,121%-130%,2,,,,,,
44230,967108,3-BR,121%-130%,2,,,,,,
44282,973906,1-BR,121%-130%,14,,,,,,
44282,973906,2-BR,121%-130%,8,,,,,,
44282,973906,STUDIO,121%-130%,10,,,,,,
44285,972362,1-BR,121%-130%,1,,,,,,
44285,972362,3-BR,121%-130%,1,,,,,,
44285,927626,1-BR,121%-130%,1,,,,,,
44285,927626,3-BR,121%-130%,1,,,,,,
44285,331134,2-BR,121%-130%,1,,,,,,
44285,331134,3-BR,121%-130%,1,,,,,,
44285,927624,1-BR,121%-130%,1,,,,,,
44285,927624,3-BR,121%-130%,1,,,,,,
44285,927191,3-BR,121%-130%,1,,,,,,
44285,927191,STUDIO,121%-130%,1,,,,,,
44285,972363,1-BR,121%-130%,1,,,,,,
44285,972363,3-BR,121%-130%,1,,,,,,
44285,927625,1-BR,121%-130%,1,,,,,,
44285,927625,3-BR,121%-130%,1,,,,,,
44324,927213,1-BR,121%-130%,8,1918,1918,1918,1918,1918,1918
44324,927213,2-BR,121%-130%,14,2310,2310,2310,2310,2310,2310
44324,927213,STUDIO,121%-130%,3,1526,1526,1526,1526,1526,1526
48128,41096,1-BR,121%-130%,7,,,,,,
48128,41096,2-BR,121%-130%,10,,,,,,
48128,41096,STUDIO,121%-130%,3,,,,,,
48735,39110,2-BR,121%-130%,2,2165,2165,2165,,,
48735,39110,STUDIO,121%-130%,6,1234,1234,1234,,,
48735,39419,1-BR,121%-130%,9,1554,1554,1554,,,
48735,39419,2-BR,121%-130%,1,1875,1875,1875,,,
48735,39419,STUDIO,121%-130%,2,1234,1234,1234,,,
48735,1327,2-BR,121%-130%,5,1875,2165,1875,,,
48735,20752,2-BR,121%-130%,1,2165,2165,2165,,,
48877,951065,3-BR,121%-130%,1,,,,,,
48877,951337,3-BR,121%-130%,1,,,,,,
48877,951069,3-BR,121%-130%,1,,,,,,
48877,951056,3-BR,121%-130%,1,,,,,,
48877,951397,3-BR,121%-130%,1,,,,,,
48877,951318,3-BR,121%-130%,1,,,,,,
48877,951097,3-BR,121%-130%,1,,,,,,
48877,951387,3-BR,121%-130%,1,,,,,,
48877,951054,3-BR,121%-130%,1,,,,,,
48877,951067,3-BR,121%-130%,1,,,,,,
48877,951335,3-BR,121%-130%,1,,,,,,
48877,951333,3-BR,121%-130%,1,,,,,,
48877,951099,3-BR,121%-130%,1,,,,,,
48877,951076,3-BR,121%-130%,1,,,,,,
48877,951332,3-BR,121%-130%,1,,,,,,
48877,951028,3-BR,121%-130%,1,,,,,,
48877,951063,3-BR,121%-130%,1,,,,,,
48877,951071,3-BR,121%-130%,1,,,,,,
48877,950994,3-BR,121%-130%,1,,,,,,
48877,951105,3-BR,121%-130%,1,,,,,,
58625,967648,1-BR,91%-100%,25,,,,,,
48877,951073,3-BR,121%-130%,1,,,,,,
48877,951400,3-BR,121%-130%,1,,,,,,
48877,951060,3-BR,121%-130%,1,,,,,,
48877,951331,3-BR,121%-130%,1,,,,,,
48877,951033,3-BR,121%-130%,1,,,,,,
48877,951034,3-BR,121%-130%,1,,,,,,
48877,951401,3-BR,121%-130%,1,,,,,,
48877,951091,3-BR,121%-130%,1,,,,,,
48877,951093,3-BR,121%-130%,1,,,,,,
48877,951338,3-BR,121%-130%,1,,,,,,
48877,951058,3-BR,121%-130%,1,,,,,,
48877,951334,3-BR,121%-130%,1,,,,,,
48877,951103,3-BR,121%-130%,1,,,,,,
48877,951101,3-BR,121%-130%,1,,,,,,
48877,951339,3-BR,121%-130%,1,,,,,,
48877,951107,3-BR,121%-130%,1,,,,,,
48877,951399,3-BR,121%-130%,1,,,,,,
48877,951336,3-BR,121%-130%,1,,,,,,
48877,951095,3-BR,121%-130%,1,,,,,,
48877,951398,3-BR,121%-130%,1,,,,,,
48879,954108,1-BR,121%-130%,30,1861,1861,1861,1861,1861,1861
48879,954108,2-BR,121%-130%,22,2246,2246,2246,2246,2246,2246
48879,954108,3-BR,121%-130%,5,2586,2586,2586,2586,2586,2586
48879,954108,STUDIO,121%-130%,9,1476,1476,1476,1476,1476,1476
48885,805280,1-BR,121%-130%,19,,,,879,885,869
48885,805280,2-BR,121%-130%,77,,,,1117,1127,1105
48885,805280,3-BR,121%-130%,21,,,,1365,1373,1343
48885,805280,STUDIO,121%-130%,1,,,,622,622,622
48885,804639,1-BR,121%-130%,19,,,,879,885,869
48885,804639,2-BR,121%-130%,78,,,,1117,1343,1105
48885,804639,3-BR,121%-130%,20,,,,1365,1373,1353
48885,804639,STUDIO,121%-130%,1,,,,622,622,622
48885,1182,1-BR,121%-130%,19,,,,877,1373,622
48885,1182,2-BR,121%-130%,79,,,,1119,1139,885
48885,1182,3-BR,121%-130%,19,,,,1363,1373,1127
48885,805394,1-BR,121%-130%,19,,,,877,885,865
48885,805394,2-BR,121%-130%,76,,,,1120,1139,1051
48885,805394,3-BR,121%-130%,19,,,,1365,1373,1357
48885,805394,STUDIO,121%-130%,1,,,,645,645,645
48885,804648,1-BR,121%-130%,19,,,,879,885,869
48885,804648,2-BR,121%-130%,77,,,,1117,1127,1105
48885,804648,3-BR,121%-130%,21,,,,1365,1373,1343
48885,804648,STUDIO,121%-130%,1,,,,622,622,622
48885,804824,1-BR,121%-130%,18,,,,877,1373,865
48885,804824,2-BR,121%-130%,79,,,,1119,1139,885
48885,804824,3-BR,121%-130%,20,,,,1362,1371,1127
48885,804824,STUDIO,121%-130%,1,,,,622,622,622
48885,804823,1-BR,121%-130%,19,,,,879,885,869
48885,804823,2-BR,121%-130%,77,,,,1117,1127,1105
48885,804823,3-BR,121%-130%,21,,,,1365,1373,1343
48885,804823,STUDIO,121%-130%,1,,,,622,622,622
48885,805281,1-BR,121%-130%,19,,,,877,885,865
48885,805281,2-BR,121%-130%,76,,,,1120,1139,1051
48885,805281,3-BR,121%-130%,19,,,,1365,1373,1357
48885,804717,2-BR,121%-130%,1,,,,1107,1107,1107
48885,804647,1-BR,121%-130%,19,,,,879,885,869
48885,804647,2-BR,121%-130%,77,,,,1117,1127,1105
48885,804647,3-BR,121%-130%,21,,,,1365,1373,1343
48885,804647,STUDIO,121%-130%,1,,,,622,622,622
48885,804638,1-BR,121%-130%,19,,,,877,885,865
48885,804638,2-BR,121%-130%,76,,,,1120,1139,1051
48885,804638,3-BR,121%-130%,20,,,,1365,1373,1343
48885,804638,STUDIO,121%-130%,1,,,,622,622,622
48885,1946,1-BR,121%-130%,19,,,,879,885,869
48885,1946,2-BR,121%-130%,76,,,,1117,1127,1105
48885,1946,3-BR,121%-130%,19,,,,1365,1373,1357
48885,1946,STUDIO,121%-130%,1,,,,622,622,622
48937,21460,1-BR,121%-130%,19,,,,,,
49533,211017,1-BR,121%-130%,191,,,,901,983,724
49533,211017,2-BR,121%-130%,132,,,,1185,1247,870
49533,211017,3-BR,121%-130%,21,,,,1510,1558,1411
49533,211017,STUDIO,121%-130%,43,,,,697,897,646
49533,808883,1-BR,121%-130%,192,,,,901,983,784
49533,808883,2-BR,121%-130%,132,,,,1185,1247,870
49533,808883,3-BR,121%-130%,21,,,,1510,1558,1411
49533,808883,STUDIO,121%-130%,42,,,,696,742,646
49533,331799,1-BR,121%-130%,191,,,,897,983,718
49533,331799,2-BR,121%-130%,132,,,,1185,1247,870
49533,331799,3-BR,121%-130%,21,,,,1510,1558,1411
49533,331799,STUDIO,121%-130%,43,,,,695,887,646
49533,211018,1-BR,121%-130%,187,,,,901,983,784
49533,211018,2-BR,121%-130%,132,,,,1185,1247,870
49533,211018,3-BR,121%-130%,21,,,,1510,1557,1222
49533,211018,STUDIO,121%-130%,47,,,,697,916,646
49533,340170,1-BR,121%-130%,212,,,,894,1066,762
49533,340170,2-BR,121%-130%,89,,,,1159,1388,870
49533,340170,3-BR,121%-130%,42,,,,1507,1631,1385
49533,340170,STUDIO,121%-130%,44,,,,697,932,601
49533,807809,1-BR,121%-130%,213,,,,899,1066,704
49533,807809,2-BR,121%-130%,89,,,,1159,1388,931
49533,807809,3-BR,121%-130%,42,,,,1507,1631,1385
49533,807809,STUDIO,121%-130%,43,,,,697,971,628
49533,808686,1-BR,121%-130%,187,,,,901,983,741
49533,808686,2-BR,121%-130%,132,,,,1185,1247,870
49533,808686,3-BR,121%-130%,21,,,,1510,1558,1411
49533,808686,STUDIO,121%-130%,47,,,,697,935,646
49570,804217,1-BR,121%-130%,1,,,,,,
49570,804217,2-BR,121%-130%,1,,,,,,
49570,42452,1-BR,121%-130%,2,,,,,,
49570,10011,1-BR,121%-130%,2,,,,,,
50088,949394,1-BR,121%-130%,16,,,,,,
50088,949394,2-BR,121%-130%,3,,,,,,
50088,949394,3-BR,121%-130%,6,,,,,,
50088,949394,STUDIO,121%-130%,2,,,,,,
50157,927198,1-BR,121%-130%,5,,,,,,
50157,927198,2-BR,121%-130%,11,,,,,,
50157,927198,STUDIO,121%-130%,2,,,,,,
50201,372190,2-BR,121%-130%,2,2198,2198,2198,2198,2198,2198
50201,372190,3-BR,121%-130%,1,2538,2538,2538,2538,2538,2538
50347,47143,1-BR,121%-130%,57,,,,652,840,624
50347,47143,2-BR,121%-130%,77,,,,741,1200,700
50347,47143,3-BR,121%-130%,38,,,,875,903,848
50347,47143,STUDIO,121%-130%,2,,,,1045,1459,631
50509,965117,1-BR,121%-130%,17,1579,1579,1579,1579,1579,1579
50509,965117,2-BR,121%-130%,18,1900,1900,1900,1900,1900,1900
50509,965117,3-BR,121%-130%,3,2190,2190,2190,2190,2190,2190
50509,965117,STUDIO,121%-130%,3,1250,1250,1250,1250,1250,1250
51123,967799,1-BR,121%-130%,3,,,,1995,1995,1995
51123,967799,2-BR,121%-130%,12,,,,2402,2402,2402
51123,967799,STUDIO,121%-130%,9,,,,1314,1587,1314
51248,9911,1-BR,121%-130%,30,,,,766,1650,595
51248,9911,2-BR,121%-130%,28,,,,936,936,766
51248,9911,2-BR,121%-130%,1,,,,936,936,936
51248,9911,3-BR,121%-130%,1,,,,1105,1105,1105
51261,804799,2-BR,121%-130%,59,,,,1166,1217,1120
51261,804799,3-BR,121%-130%,16,,,,1382,1411,1353
51261,804799,5-BR,121%-130%,1,,,,1160,1160,1160
51261,804799,STUDIO,121%-130%,8,,,,700,734,675
51261,2716,1-BR,121%-130%,1,,,,1160,1160,1160
51261,2716,2-BR,121%-130%,49,,,,1198,1230,1121
51261,2716,3-BR,121%-130%,10,,,,1452,1489,1399
51261,904741,1-BR,121%-130%,89,,,,924,1102,837
51261,904741,2-BR,121%-130%,59,,,,1137,1224,900
51261,904741,3-BR,121%-130%,25,,,,1402,1457,1067
51261,904741,5-BR,121%-130%,3,,,,1155,1178,1137
51261,904741,STUDIO,121%-130%,8,,,,703,790,642
51261,2713,1-BR,121%-130%,181,,,,929,1131,848
51261,2713,2-BR,121%-130%,85,,,,1143,1207,929
51261,2713,STUDIO,121%-130%,14,,,,700.5,728,675
51271,213417,STUDIO,121%-130%,193,,,,465,504,0
51357,951689,1-BR,121%-130%,4,1918,1918,1918,1916,1916,1916
51357,951689,STUDIO,121%-130%,2,1918,1918,1918,1916,1916,1916
51396,804799,2-BR,121%-130%,59,,,,1132,1181,1087
51396,804799,3-BR,121%-130%,16,,,,1342,1370,1313
51396,804799,STUDIO,121%-130%,9,,,,684,1098,656
51396,904741,1-BR,121%-130%,89,,,,897,1070,813
51396,904741,2-BR,121%-130%,64,,,,1104,1189,1036
51396,904741,3-BR,121%-130%,23,,,,1370,1421,1258
51396,904741,STUDIO,121%-130%,8,,,,683,767,624
51396,2716,2-BR,121%-130%,50,,,,1161.5,1194,1088
58625,967648,2-BR,91%-100%,21,,,,,,
51396,2716,3-BR,121%-130%,10,,,,1409,1445,1359
51396,2713,1-BR,121%-130%,192,,,,899.5,1110,627
51396,2713,2-BR,121%-130%,89,,,,1104,1172,902
51396,2713,STUDIO,121%-130%,17,,,,675,706,650
51617,25490,1-BR,121%-130%,3,,,,865,873,845
51617,25490,2-BR,121%-130%,5,,,,1139,1178,1105
51617,805099,1-BR,121%-130%,3,,,,897,948,832
51617,805099,2-BR,121%-130%,2,,,,1196.5,1244,1149
51868,977499,1-BR,121%-130%,19,2896,2896,2896,2180,2180,2180
51868,977499,2-BR,121%-130%,29,3485,3485,3485,2626,2626,2626
51868,977499,3-BR,121%-130%,18,4019,4019,4019,3026,3026,3026
51868,977499,STUDIO,121%-130%,14,2308,2308,2308,1735,1735,1735
52000,110423,1-BR,121%-130%,26,,,,,,
52000,110423,2-BR,121%-130%,20,,,,,,
52147,804721,STUDIO,121%-130%,8,,,,,,
52147,804722,1-BR,121%-130%,36,,,,,,
52147,804722,2-BR,121%-130%,18,,,,,,
52147,804722,3-BR,121%-130%,18,,,,,,
52147,6551,1-BR,121%-130%,78,,,,,,
52147,6551,2-BR,121%-130%,40,,,,,,
52147,6551,3-BR,121%-130%,39,,,,,,
52147,804714,1-BR,121%-130%,94,,,,,,
52147,804714,2-BR,121%-130%,71,,,,,,
52147,804714,STUDIO,121%-130%,23,,,,,,
52610,950310,1-BR,121%-130%,6,,,,,,
52610,950310,2-BR,121%-130%,6,,,,,,
52610,950310,3-BR,121%-130%,3,,,,,,
52666,970691,STUDIO,121%-130%,5,,,,,,
52666,970691,STUDIO,121%-130%,4,,,,,,
52666,970691,STUDIO,121%-130%,3,,,,,,
52666,970691,1-BR,121%-130%,4,,,,,,
52666,970691,1-BR,121%-130%,6,,,,,,
52666,970691,2-BR,121%-130%,5,,,,,,
52666,970691,2-BR,121%-130%,4,,,,,,
52666,970691,2-BR,121%-130%,5,,,,,,
52666,970691,2-BR,121%-130%,4,,,,,,
52666,970691,2-BR,121%-130%,2,,,,,,
52774,974242,1-BR,121%-130%,61,2085,2170,2085,2085,2170,2085
