Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
54728,HELP. 113 EAST 13TH STREET,Multifamily Finance Program,02/06/2015,03/05/2018,Yes,Non Prevailing Wage,420c,0,0,90,0,0,0,90,0,90,90,0
54737,CONFIDENTIAL,Homeowner Assistance Program,01/23/2015,01/23/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54739,CONFIDENTIAL,Homeowner Assistance Program,01/20/2015,01/20/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54740,CONFIDENTIAL,Homeowner Assistance Program,01/08/2015,01/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54741,CONFIDENTIAL,Homeowner Assistance Program,01/06/2015,01/06/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54748,515 WEST 36TH STREET,Multifamily Incentives Program,08/12/2015,08/01/2019,No,Non Prevailing Wage,421a,0,25,25,0,13,0,63,0,63,251,0
54807,166 East 100th Street,Multifamily Incentives Program,04/11/2016,06/05/2018,No,Non Prevailing Wage,Article XI,0,0,11,0,0,0,11,0,11,11,0
54838,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER II,Small Homes Program,11/01/2017,,No,Non Prevailing Wage,UDAAP,0,0,20,3,0,0,0,23,23,26,0
54842,Webster Commons Building D,Multifamily Finance Program,12/22/2015,10/15/2018,No,Non Prevailing Wage,421a,0,25,89,8,0,1,123,0,123,123,0
54866,840 Fulton Street,Multifamily Incentives Program,06/04/2015,01/02/2020,No,Non Prevailing Wage,421a,0,0,8,0,0,0,8,0,8,39,0
54898,69 EAST 125TH STREET,Multifamily Incentives Program,05/15/2015,09/22/2017,No,Non Prevailing Wage,421a,0,0,15,0,0,0,15,0,15,75,0
54909,LIVONIA PHASE II SITES 6-8,Multifamily Finance Program,06/30/2016,09/26/2019,No,Non Prevailing Wage,420c,24,72,144,0,0,2,242,0,242,242,0
54913,CONFIDENTIAL,Homeowner Assistance Program,02/06/2015,07/09/2015,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,1
54948,West 140th Street,Multifamily Finance Program,06/29/2015,06/29/2015,Yes,Non Prevailing Wage,Article XI,0,18,52,0,20,2,92,0,92,92,0
54954,THE FREDERICK,Multifamily Finance Program,06/30/2017,11/05/2020,No,Non Prevailing Wage,420c,15,8,45,6,0,1,75,0,75,75,0
54975,CONFIDENTIAL,Homeowner Assistance Program,02/03/2015,02/03/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
54976,CONFIDENTIAL,Homeowner Assistance Program,02/17/2015,02/17/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54977,CONFIDENTIAL,Homeowner Assistance Program,02/13/2015,02/13/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54978,CONFIDENTIAL,Homeowner Assistance Program,02/26/2015,02/26/2015,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
54979,CONFIDENTIAL,Homeowner Assistance Program,02/25/2015,02/25/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54982,79-89 AVENUE D,Multifamily Incentives Program,05/11/2015,10/10/2018,No,Non Prevailing Wage,421a,0,11,11,0,6,0,28,0,28,110,0
54984,610 WEST 178 ST. HDFC,Multifamily Finance Program,07/01/2016,06/30/2021,No,Non Prevailing Wage,J-51,2,15,5,0,0,0,22,0,22,22,0
55026,Home Street Homes,Multifamily Finance Program,12/30/2015,03/27/2019,No,Non Prevailing Wage,Article XI,0,13,77,0,17,2,109,0,109,109,0
55036,TLK Manor,Multifamily Finance Program,06/29/2016,07/29/2019,No,Non Prevailing Wage,420c,17,0,65,0,0,1,83,0,83,83,0
55050,Compass Residences 2B,Multifamily Finance Program,06/29/2015,05/10/2017,No,Non Prevailing Wage,420c,49,0,114,0,0,1,164,0,164,164,0
55121,CONFIDENTIAL,Homeowner Assistance Program,05/01/2015,07/06/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
55178,CONFIDENTIAL,Homeowner Assistance Program,01/09/2015,11/30/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
55183,CONFIDENTIAL,Homeowner Assistance Program,03/12/2015,03/12/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55185,CONFIDENTIAL,Homeowner Assistance Program,03/26/2015,03/26/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55186,CONFIDENTIAL,Homeowner Assistance Program,03/26/2015,03/26/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55187,CONFIDENTIAL,Homeowner Assistance Program,03/26/2015,03/26/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55188,CONFIDENTIAL,Homeowner Assistance Program,03/18/2015,03/18/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55189,CONFIDENTIAL,Homeowner Assistance Program,03/16/2015,03/16/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55190,CONFIDENTIAL,Homeowner Assistance Program,03/13/2015,03/13/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
55191,CONFIDENTIAL,Homeowner Assistance Program,03/11/2015,03/11/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55205,608 Franklin Avenue,Multifamily Incentives Program,08/23/2016,,No,Non Prevailing Wage,421a,0,0,24,0,0,0,24,0,24,120,0
55223,SYDNEY HOUSE,Multifamily Finance Program,02/22/2018,01/29/2020,No,Non Prevailing Wage,,0,0,56,0,0,1,1,56,57,57,0
55238,JOHN PAUL II APARTMENTS,Multifamily Finance Program,02/10/2016,05/01/2017,No,Non Prevailing Wage,Article XI,0,69,0,0,0,0,69,0,69,69,69
55240,CONFIDENTIAL,Homeowner Assistance Program,03/31/2015,03/31/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Multifamily Finance Program,06/30/2016,03/15/2019,No,Non Prevailing Wage,420c,45,50,218,0,0,1,314,0,314,314,0
55255,CONFIDENTIAL,Homeowner Assistance Program,03/24/2015,03/24/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55263,St. Albans Cycle Of Life,Multifamily Finance Program,06/30/2016,08/03/2018,No,Non Prevailing Wage,420c,8,20,38,0,0,1,67,0,67,67,0
55264,THESSALONIA MANOR,Multifamily Finance Program,12/29/2016,01/25/2019,No,Non Prevailing Wage,420c,36,0,83,0,0,1,120,0,120,120,0
55343,ACRMD LUBIN,Multifamily Incentives Program,04/23/2015,04/23/2015,Yes,Non Prevailing Wage,Article XI,0,25,0,0,0,0,25,0,25,25,25
55396,North Shore Plaza_ML,Multifamily Finance Program,12/18/2014,12/17/2016,No,Non Prevailing Wage,Article II,429,0,107,0,0,0,536,0,536,536,0
55413,334 Beach 54th Street,Multifamily Finance Program,10/28/2014,04/25/2016,No,Non Prevailing Wage,420c,0,0,31,0,0,1,32,0,32,32,0
55428,NYCHA Section 8,Multifamily Finance Program,12/23/2014,12/22/2016,No,Non Prevailing Wage,420c,0,0,873,0,0,1,874,0,874,874,0
55437,Atlantic Yards B14 (Pacific Park),Multifamily Finance Program,12/12/2014,06/18/2019,No,Non Prevailing Wage,421a,0,15,75,26,181,1,298,0,298,298,0
55467,Sam Burt Houses,Multifamily Finance Program,11/25/2014,10/25/2016,No,Non Prevailing Wage,Article II,0,0,80,0,66,1,0,147,147,147,0
55500,Carnegie Park,Multifamily Finance Program,05/14/2014,11/12/2015,No,Non Prevailing Wage,420c,0,0,92,0,0,0,92,0,92,92,0
55506,Cadman Tower,Multifamily Finance Program,06/26/2014,06/26/2014,No,Non Prevailing Wage,Article II,0,0,0,0,422,0,0,422,422,422,0
55511,Arverne/Nordak,Multifamily Finance Program,09/23/2014,06/28/2019,No,Non Prevailing Wage,Article II,0,0,0,0,343,0,0,343,343,343,0
55621,CONFIDENTIAL,Homeowner Assistance Program,02/25/2014,02/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55622,CONFIDENTIAL,Homeowner Assistance Program,04/02/2014,04/02/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55624,CONFIDENTIAL,Homeowner Assistance Program,03/03/2014,03/03/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55647,CONFIDENTIAL,Homeowner Assistance Program,01/07/2014,01/07/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55678,CONFIDENTIAL,Homeowner Assistance Program,01/30/2014,01/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55679,CONFIDENTIAL,Homeowner Assistance Program,02/06/2014,02/06/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55680,CONFIDENTIAL,Homeowner Assistance Program,02/06/2014,02/06/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55681,CONFIDENTIAL,Homeowner Assistance Program,01/17/2014,01/17/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55682,CONFIDENTIAL,Homeowner Assistance Program,02/20/2014,02/20/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55685,CONFIDENTIAL,Homeowner Assistance Program,01/30/2014,01/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55686,CONFIDENTIAL,Homeowner Assistance Program,04/25/2014,04/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55691,CONFIDENTIAL,Homeowner Assistance Program,04/10/2014,04/10/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55695,CONFIDENTIAL,Homeowner Assistance Program,06/25/2014,06/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55697,CONFIDENTIAL,Homeowner Assistance Program,01/14/2014,01/14/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55699,CONFIDENTIAL,Homeowner Assistance Program,06/26/2014,06/26/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55701,CONFIDENTIAL,Homeowner Assistance Program,05/21/2014,05/21/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55702,CONFIDENTIAL,Homeowner Assistance Program,05/20/2014,05/20/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55708,CONFIDENTIAL,Homeowner Assistance Program,03/31/2014,03/31/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55709,CONFIDENTIAL,Homeowner Assistance Program,03/06/2014,03/06/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55715,CONFIDENTIAL,Homeowner Assistance Program,02/27/2014,02/27/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55719,CONFIDENTIAL,Homeowner Assistance Program,04/22/2014,04/22/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55723,CONFIDENTIAL,Homeowner Assistance Program,06/26/2014,06/26/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55732,CONFIDENTIAL,Homeowner Assistance Program,05/30/2014,05/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55735,CONFIDENTIAL,Homeowner Assistance Program,05/15/2014,05/15/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55736,CONFIDENTIAL,Homeowner Assistance Program,06/17/2014,06/17/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55743,CONFIDENTIAL,Homeowner Assistance Program,04/24/2014,04/24/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55745,CONFIDENTIAL,Homeowner Assistance Program,06/27/2014,06/27/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55756,CONFIDENTIAL,Homeowner Assistance Program,02/28/2014,02/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55757,CONFIDENTIAL,Homeowner Assistance Program,04/28/2014,04/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55759,CONFIDENTIAL,Homeowner Assistance Program,01/03/2014,01/03/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55760,CONFIDENTIAL,Homeowner Assistance Program,06/27/2014,06/27/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55762,CONFIDENTIAL,Homeowner Assistance Program,05/13/2014,05/13/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55767,CONFIDENTIAL,Homeowner Assistance Program,02/25/2014,02/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55771,CONFIDENTIAL,Homeowner Assistance Program,01/30/2014,01/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55772,CONFIDENTIAL,Homeowner Assistance Program,05/13/2014,05/13/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55773,CONFIDENTIAL,Homeowner Assistance Program,01/10/2014,01/10/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55775,CONFIDENTIAL,Homeowner Assistance Program,02/28/2014,02/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55776,CONFIDENTIAL,Homeowner Assistance Program,01/21/2014,01/21/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55778,CONFIDENTIAL,Homeowner Assistance Program,03/14/2014,03/14/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55783,CONFIDENTIAL,Homeowner Assistance Program,06/26/2014,06/26/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55809,CONFIDENTIAL,Homeowner Assistance Program,03/07/2014,03/07/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55826,CONFIDENTIAL,Homeowner Assistance Program,03/06/2014,03/06/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55859,CONFIDENTIAL,Homeowner Assistance Program,03/11/2014,03/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55873,CONFIDENTIAL,Homeowner Assistance Program,04/03/2014,04/03/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55912,CONFIDENTIAL,Homeowner Assistance Program,06/24/2014,06/24/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55932,CONFIDENTIAL,Homeowner Assistance Program,06/30/2014,06/30/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55958,CONFIDENTIAL,Homeowner Assistance Program,03/10/2014,03/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55966,CONFIDENTIAL,Homeowner Assistance Program,02/26/2014,02/26/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55970,CONFIDENTIAL,Homeowner Assistance Program,03/20/2014,03/20/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55976,CONFIDENTIAL,Homeowner Assistance Program,06/09/2014,06/09/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
55980,CONFIDENTIAL,Homeowner Assistance Program,05/21/2014,05/21/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
55989,CONFIDENTIAL,Homeowner Assistance Program,04/18/2014,04/18/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
55994,CONFIDENTIAL,Homeowner Assistance Program,04/10/2014,04/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55995,CONFIDENTIAL,Homeowner Assistance Program,02/19/2014,02/19/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56018,CONFIDENTIAL,Homeowner Assistance Program,02/25/2014,02/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56082,CONFIDENTIAL,Homeowner Assistance Program,02/11/2014,02/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56094,CONFIDENTIAL,Homeowner Assistance Program,02/11/2014,02/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56106,CONFIDENTIAL,Homeowner Assistance Program,01/15/2014,01/15/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56117,CONFIDENTIAL,Homeowner Assistance Program,02/10/2014,02/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56141,CONFIDENTIAL,Homeowner Assistance Program,05/28/2014,05/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56144,CONFIDENTIAL,Homeowner Assistance Program,03/10/2014,03/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56155,CONFIDENTIAL,Homeowner Assistance Program,04/11/2014,04/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56159,CONFIDENTIAL,Homeowner Assistance Program,05/02/2014,05/02/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56230,CONFIDENTIAL,Homeowner Assistance Program,04/18/2014,04/18/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56233,CONFIDENTIAL,Homeowner Assistance Program,04/15/2014,04/15/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56236,CONFIDENTIAL,Homeowner Assistance Program,04/11/2014,04/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56242,CONFIDENTIAL,Homeowner Assistance Program,02/13/2014,02/13/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56247,CONFIDENTIAL,Homeowner Assistance Program,04/22/2014,04/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56248,CONFIDENTIAL,Homeowner Assistance Program,03/07/2014,03/07/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56249,CONFIDENTIAL,Homeowner Assistance Program,05/12/2014,05/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56319,CONFIDENTIAL,Homeowner Assistance Program,05/16/2014,05/16/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56332,CONFIDENTIAL,Homeowner Assistance Program,06/25/2014,06/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56368,CONFIDENTIAL,Homeowner Assistance Program,03/20/2014,03/20/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56377,CONFIDENTIAL,Homeowner Assistance Program,06/16/2014,06/16/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56393,CONFIDENTIAL,Homeowner Assistance Program,01/22/2014,01/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56397,CONFIDENTIAL,Homeowner Assistance Program,05/29/2014,05/29/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56398,CONFIDENTIAL,Homeowner Assistance Program,05/12/2014,05/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56402,CONFIDENTIAL,Homeowner Assistance Program,04/24/2014,04/24/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56430,CONFIDENTIAL,Homeowner Assistance Program,04/10/2014,04/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56508,CONFIDENTIAL,Homeowner Assistance Program,02/07/2014,02/07/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56517,CONFIDENTIAL,Homeowner Assistance Program,01/31/2014,01/31/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56523,CONFIDENTIAL,Homeowner Assistance Program,03/10/2014,03/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56547,CONFIDENTIAL,Homeowner Assistance Program,04/08/2014,04/08/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56557,CONFIDENTIAL,Homeowner Assistance Program,01/22/2014,01/22/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
56562,CONFIDENTIAL,Homeowner Assistance Program,01/22/2014,01/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56570,CONFIDENTIAL,Homeowner Assistance Program,06/12/2014,06/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56571,CONFIDENTIAL,Homeowner Assistance Program,05/12/2014,05/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56572,CONFIDENTIAL,Homeowner Assistance Program,05/22/2014,05/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56573,CONFIDENTIAL,Homeowner Assistance Program,06/13/2014,06/13/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56580,CONFIDENTIAL,Homeowner Assistance Program,03/28/2014,03/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56625,CONFIDENTIAL,Homeowner Assistance Program,05/05/2014,05/05/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56657,CONFIDENTIAL,Homeowner Assistance Program,02/28/2014,02/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56691,CONFIDENTIAL,Homeowner Assistance Program,06/25/2014,06/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56740,CONFIDENTIAL,Homeowner Assistance Program,02/21/2014,02/21/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56745,CONFIDENTIAL,Homeowner Assistance Program,05/28/2014,05/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56750,CONFIDENTIAL,Homeowner Assistance Program,03/11/2014,03/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56836,CONFIDENTIAL,Homeowner Assistance Program,02/06/2014,02/06/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56876,CONFIDENTIAL,Homeowner Assistance Program,02/06/2014,02/06/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56951,CONFIDENTIAL,Homeowner Assistance Program,01/28/2014,01/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56952,CONFIDENTIAL,Homeowner Assistance Program,06/09/2014,06/09/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56971,CONFIDENTIAL,Homeowner Assistance Program,05/16/2014,05/16/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56980,CONFIDENTIAL,Homeowner Assistance Program,03/07/2014,03/07/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
56985,CONFIDENTIAL,Homeowner Assistance Program,04/16/2014,04/16/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
56993,CONFIDENTIAL,Homeowner Assistance Program,04/22/2014,04/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57027,CONFIDENTIAL,Homeowner Assistance Program,06/19/2014,06/19/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57036,CONFIDENTIAL,Homeowner Assistance Program,06/13/2014,06/13/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57061,CONFIDENTIAL,Homeowner Assistance Program,04/30/2014,04/30/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57094,CONFIDENTIAL,Homeowner Assistance Program,03/12/2014,03/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57095,CONFIDENTIAL,Homeowner Assistance Program,02/26/2014,02/26/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57189,CONFIDENTIAL,Homeowner Assistance Program,03/28/2014,03/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57194,CONFIDENTIAL,Homeowner Assistance Program,06/25/2014,06/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57233,CONFIDENTIAL,Homeowner Assistance Program,05/08/2014,05/08/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57265,CONFIDENTIAL,Homeowner Assistance Program,02/18/2014,02/18/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57270,CONFIDENTIAL,Homeowner Assistance Program,01/28/2014,01/28/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57281,CONFIDENTIAL,Homeowner Assistance Program,01/27/2014,01/27/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57294,CONFIDENTIAL,Homeowner Assistance Program,06/25/2014,06/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57298,CONFIDENTIAL,Homeowner Assistance Program,02/12/2014,02/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57306,CONFIDENTIAL,Homeowner Assistance Program,03/10/2014,03/10/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57319,CONFIDENTIAL,Homeowner Assistance Program,04/11/2014,04/11/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57320,CONFIDENTIAL,Homeowner Assistance Program,05/29/2014,05/29/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57335,CONFIDENTIAL,Homeowner Assistance Program,04/25/2014,04/25/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57341,CONFIDENTIAL,Homeowner Assistance Program,01/10/2014,01/10/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57345,CONFIDENTIAL,Homeowner Assistance Program,05/12/2014,05/12/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57361,CONFIDENTIAL,Homeowner Assistance Program,06/06/2014,06/06/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57364,CONFIDENTIAL,Homeowner Assistance Program,05/29/2014,05/29/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57403,CONFIDENTIAL,Homeowner Assistance Program,01/29/2014,01/29/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57427,CONFIDENTIAL,Homeowner Assistance Program,03/31/2014,03/31/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57428,CONFIDENTIAL,Homeowner Assistance Program,01/17/2014,01/17/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
